Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.4;0.943663301;2000000;70.2833;0.9929;0.98901;1.0001;7.8931;0.14057;0.3299354;-10;17.109;671.06;0.019788;1784.31;;;2000
0;0.4;0.990846466;2100000;70.1222;1.0005;1.0006;1.0002;8.0769;0.14726;0.3306933;-10;17.631;676.84;0.020258;1922.18;;;2100
0;0.4;1.038029631;2200000;70.0144;1.0079;1.0122;1.0002;8.2596;0.15403;0.3312024;-10;18.153;682.47;0.020722;2064.05;;;2200
0;0.5;0.227200436;500000;100.1879;0.83017;0.64361;0.99873;4.5035;0.050094;0.2314544;-10;8.514;568.48;0.012361;46.8;;;500
0;0.5;0.272640523;600000;93.1305;0.84536;0.6875;0.99891;4.8194;0.055878;0.2489941;-10;9.2323;579.73;0.012884;117.86;;;600
0;0.5;0.318080611;700000;88.1871;0.86049;0.71869;0.99906;5.0953;0.061731;0.2629516;-10;9.8887;589.88;0.013463;193.04;;;700
0;0.5;0.363520698;800000;84.3862;0.87469;0.75607;0.99919;5.3561;0.067509;0.2747952;-10;10.518;599.2;0.014006;271.97;;;800
0;0.5;0.408960785;900000;81.4073;0.88763;0.78629;0.99931;5.5993;0.073267;0.2848509;-10;11.116;607.48;0.01454;353.88;;;900
0;0.5;0.454400872;1000000;78.9728;0.89792;0.81181;0.99942;5.8361;0.078973;0.2936319;-10;11.7;614.95;0.015037;439.28;;;1000
0;0.5;0.49984096;1100000;77.007;0.90779;0.8346;0.99951;6.0626;0.084708;0.3011276;-10;12.268;621.8;0.015524;528.49;;;1100
0;0.5;0.545281047;1200000;75.3824;0.91747;0.85365;0.9996;6.2831;0.090459;0.3076173;-10;12.823;628.24;0.015999;620.89;;;1200
0;0.5;0.590721134;1300000;74.0175;0.92696;0.87244;0.99968;6.4999;0.096223;0.3132898;-10;13.373;634.34;0.016448;717.61;;;1300
