Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
8000;0.6;1.048471651;1300000;65.8745;0.99451;1.0531;0.99957;3.5369;0.085637;0.3520167;0;11.664;707.43;0.026913;1242.14;2000600;;;
0;0;0.055464981;100020;246.247;0.69276;0.34683;0.99701;1.734;0.02463;0.0941694;10;4.7517;531.73;0.015783;167.43;2000600;;;
0;0;0.166411579;300090;132.549;0.81012;0.532;0.9981;2.6034;0.039776;0.1749461;10;7.4919;608.55;0.016976;375.09;2000600;;;
0;0;0.277363722;500170;103.3614;0.84671;0.65865;0.99862;3.2168;0.051698;0.2243481;10;9.4755;640.37;0.017857;568.69;2000600;;;
0;0;0.388365774;700340;90.4948;0.87999;0.74498;0.99895;3.6897;0.063377;0.2562459;10;11.125;665.2;0.019085;758.13;2000600;;;
0;0;0.499112738;900050;83.1397;0.9068;0.81676;0.9992;4.099;0.07483;0.2789154;10;12.609;685.15;0.020284;950.4;2000600;;;
0;0;0.609992791;1100000;78.3362;0.92908;0.86645;0.9994;4.4715;0.086171;0.2960179;10;13.993;701.44;0.021413;1148.39;2000600;;;
0;0;0.720900571;1300000;75.1007;0.9516;0.90779;0.99957;4.8204;0.097631;0.308771;10;15.322;715.88;0.022504;1355.72;2000600;;;
0;0;0.831808351;1500000;72.7139;0.97259;0.94081;0.99971;5.161;0.10907;0.3189066;10;16.625;728.54;0.023482;1574.32;2000600;;;
0;0;0.942716132;1700000;71.0394;0.99128;0.97061;0.99984;5.4943;0.12077;0.3264235;10;17.918;740.32;0.024423;1806.88;2000600;;;
0;0;1.053623912;1900000;69.9514;1.0064;1.0008;0.99995;5.8027;0.13291;0.3315004;10;19.17;752.69;0.025449;2047.62;2000600;;;
0;0.2;0.054733501;100020;243.3985;0.68683;0.34275;0.99701;1.7454;0.024345;0.0952715;10;4.7652;532.14;0.015498;47.26;2000600;;;
0;0.2;0.164178614;300020;131.6376;0.80773;0.52347;0.9981;2.6114;0.039493;0.1761574;10;7.502;609.42;0.016804;194.95;2000600;;;
0;0.2;0.273618255;500010;102.7958;0.84487;0.6477;0.99861;3.2239;0.051398;0.2255825;10;9.4849;641.42;0.017714;346.21;2000600;;;
0;0.2;0.383057896;700000;89.9843;0.87732;0.73237;0.99895;3.7004;0.062989;0.2576997;10;11.139;665.88;0.018913;503.2;2000600;;;
0;0.2;0.49250301;900000;82.6818;0.90514;0.80761;0.9992;4.11;0.074414;0.28046;10;12.625;686.01;0.020118;667.28;2000600;;;
0;0.2;0.601948123;1100000;77.9392;0.92713;0.85811;0.9994;4.4826;0.085733;0.2975259;10;14.01;702.4;0.021251;839.69;2000600;;;
0;0.2;0.711393236;1300000;74.7333;0.94891;0.89948;0.99957;4.8323;0.097153;0.310289;10;15.34;716.79;0.022339;1023.02;2000600;;;
0;0.2;0.82083835;1500000;72.4138;0.9701;0.93521;0.99971;5.1702;0.10862;0.3202283;10;16.64;729.8;0.023344;1217.92;2000600;;;
0;0.2;0.930283463;1700000;70.7033;0.98942;0.96285;0.99984;5.5094;0.1202;0.3279755;10;17.943;741.13;0.02424;1428.27;2000600;;;
0;0.2;1.039728576;1900000;69.5991;1.0046;0.99357;0.99995;5.8223;0.13224;0.3331785;10;19.202;753.2;0.025236;1648.52;2000600;;;
0;0.4;0.157664617;300020;128.6136;0.80041;0.49992;0.9981;2.6398;0.038586;0.1802992;10;7.5384;611.68;0.016241;12.56;2000600;;;
0;0.4;0.262756845;500000;101.1034;0.83984;0.6157;0.99861;3.2419;0.050552;0.2293586;10;9.5086;644.99;0.017326;122.24;2000600;;;
0;0.4;0.367859583;700000;88.3059;0.86995;0.70546;0.99895;3.7331;0.061814;0.2625977;10;11.184;668.2;0.018399;246.15;2000600;;;
0;0.4;0.472962321;900000;81.2986;0.89885;0.77367;0.9992;4.1429;0.073169;0.2852317;10;12.673;688.41;0.019622;382.6;2000600;;;
0;0.4;0.578065059;1100000;76.7269;0.92179;0.83105;0.9994;4.5168;0.0844;0.3022269;10;14.062;705.21;0.020763;529.51;2000600;;;
0;0.4;0.683167797;1300000;73.6256;0.94193;0.87445;0.99957;4.8681;0.095713;0.3149573;10;15.395;719.56;0.021847;688.95;2000600;;;
0;0.4;0.788270534;1500000;71.4254;0.96217;0.91186;0.99971;5.2052;0.10714;0.3246593;10;16.696;732.79;0.022871;860.97;2000600;;;
0;0.4;0.893373272;1700000;69.8649;0.98186;0.94526;0.99984;5.5379;0.11877;0.3319112;10;17.991;744.97;0.02383;1048.03;2000600;;;
0;0.4;0.99847601;1900000;68.6078;0.99971;0.97021;0.99995;5.8717;0.13035;0.3379927;10;19.278;755.5;0.024676;1247.22;2000600;;;
0;0.4;1.103578748;2100000;67.8828;1.014;0.99877;1;6.1802;0.14255;0.3416026;10;20.538;766.92;0.02563;1460.39;2000600;;;
0;0.6;0.450608321;900000;78.8832;0.88678;0.72143;0.9992;4.2025;0.070995;0.2939656;10;12.755;692.08;0.018773;90.75;2000600;;;
0;0.6;0.550743504;1100000;74.6611;0.9119;0.77651;0.9994;4.5766;0.082127;0.3105894;10;14.149;709.2;0.019942;212.97;2000600;;;
0;0.6;0.650878686;1300000;71.7552;0.9332;0.83011;0.99957;4.9286;0.093282;0.3231672;10;15.488;724.14;0.021029;348.64;2000600;;;
0;0.6;0.751013869;1500000;69.7036;0.95106;0.87099;0.99971;5.269;0.10456;0.3326789;10;16.797;737.39;0.022048;498.12;2000600;;;
0;0.6;0.851149051;1700000;68.2711;0.96871;0.90574;0.99984;5.6031;0.11606;0.3396594;10;18.095;749.66;0.023018;662.79;2000600;;;
0;0.6;0.951284234;1900000;67.2411;0.98695;0.93777;0.99995;5.927;0.12776;0.3448627;10;19.376;761.37;0.023954;840.72;2000600;;;
0;0.6;1.051419416;2100000;66.4628;1.0041;0.96599;1;6.2508;0.13957;0.3489007;10;20.658;772.01;0.024813;1032.53;2000600;;;
1000;0;0.058783426;100020;232.2553;0.69597;0.35768;0.99701;1.6082;0.023231;0.0998424;10;4.4189;529.68;0.01605;161.81;2000600;;;
1000;0;0.17632677;300020;125.3933;0.80639;0.55266;0.9981;2.4419;0.03762;0.1849296;10;7.0276;604.54;0.017117;367.56;2000600;;;
1000;0;0.293864237;500010;98.5022;0.84554;0.68391;0.99861;3.0276;0.049252;0.2354155;10;8.927;636.51;0.018075;561.51;2000600;;;
1000;0;0.411401704;700000;86.8418;0.8819;0.77334;0.99895;3.479;0.060789;0.267025;10;10.515;662.09;0.019415;753.2;2000600;;;
1000;0;0.528945048;900000;80.1096;0.90888;0.83897;0.9992;3.8741;0.072099;0.2894652;10;11.951;681.76;0.020678;949.58;2000600;;;
1000;0;0.646488393;1100000;75.8276;0.93354;0.8875;0.9994;4.2379;0.08341;0.3058113;10;13.308;698.35;0.021869;1155.01;2000600;;;
1000;0;0.764031737;1300000;72.9267;0.95777;0.92699;0.99957;4.5859;0.094805;0.3179757;10;14.626;712.94;0.02297;1372.84;2000600;;;
1000;0;0.881575081;1500000;70.9121;0.97963;0.96053;0.99971;4.9293;0.10637;0.3270095;10;15.937;725.89;0.023976;1606.83;2000600;;;
1000;0;0.999118425;1700000;69.7063;0.99684;0.99363;0.99984;5.2408;0.1185;0.3326662;10;17.195;739.88;0.025123;1849.73;2000600;;;
1000;0;1.116661769;1900000;69.0251;1.0147;1.021;0.99995;5.5304;0.13115;0.3359491;10;18.421;754.37;0.026349;2102.81;2000600;;;
1000;0.2;0.057764944;100020;229.7532;0.69004;0.3533;0.99701;1.6179;0.02298;0.1009297;10;4.4302;530.05;0.015782;51.58;2000600;;;
1000;0.2;0.17327173;300020;124.6073;0.80439;0.5435;0.9981;2.448;0.037384;0.186096;10;7.0352;605.58;0.016968;200.43;2000600;;;
1000;0.2;0.28877274;500010;97.9546;0.84368;0.67259;0.99861;3.0342;0.048978;0.2367313;10;8.9357;637.51;0.017935;354.43;2000600;;;
1000;0.2;0.404273751;700000;86.3416;0.87921;0.76221;0.99895;3.4887;0.060439;0.2685721;10;10.528;662.8;0.019249;515.53;2000600;;;
1000;0.2;0.519780537;900000;79.6951;0.90711;0.82994;0.9992;3.8838;0.071726;0.2909708;10;11.966;682.69;0.02052;684.98;2000600;;;
1000;0.2;0.635287323;1100000;75.45;0.93092;0.87951;0.9994;4.2487;0.082995;0.3073416;10;13.324;699.2;0.021705;865.75;2000600;;;
1000;0.2;0.750794109;1300000;72.6236;0.95535;0.92155;0.99957;4.5942;0.094411;0.3193032;10;14.64;714.15;0.022833;1059.65;2000600;;;
1000;0.2;0.866300895;1500000;70.6061;0.97719;0.95266;0.99971;4.9404;0.10591;0.3284267;10;15.955;726.88;0.023819;1270.6;2000600;;;
1000;0.2;0.981807681;1700000;69.3284;0.99473;0.98737;0.99984;5.2617;0.11786;0.3344797;10;17.229;740.09;0.024888;1493.7;2000600;;;
1000;0.2;1.097314467;1900000;68.6591;1.0123;1.0148;0.99995;5.5536;0.13045;0.3377401;10;18.46;754.45;0.0261;1727.73;2000600;;;
1000;0.4;0.166483547;300020;122.0831;0.79814;0.518;0.9981;2.4694;0.036627;0.1899438;10;7.0625;608.27;0.016481;31.65;2000600;;;
1000;0.4;0.27745963;500010;96.3101;0.83821;0.64019;0.99861;3.0539;0.048156;0.2407735;10;8.9616;640.61;0.017521;145.95;2000600;;;
1000;0.4;0.388435714;700000;84.8188;0.87164;0.72527;0.99895;3.5185;0.059373;0.2733937;10;10.568;664.87;0.018752;276.03;2000600;;;
1000;0.4;0.499417346;900000;78.436;0.90231;0.80153;0.9992;3.9136;0.070592;0.2956414;10;12.01;685.34;0.020042;419.03;2000600;;;
1000;0.4;0.610398979;1100000;74.354;0.92521;0.85453;0.9994;4.279;0.081789;0.3118719;10;13.371;702.1;0.021238;575.29;2000600;;;
1000;0.4;0.721380612;1300000;71.6201;0.94752;0.89742;0.99957;4.6263;0.093106;0.3237769;10;14.69;716.95;0.022362;745.93;2000600;;;
1000;0.4;0.832362244;1500000;69.7692;0.96981;0.93517;0.99971;4.9658;0.10465;0.3323663;10;15.998;730.63;0.023416;933.4;2000600;;;
1000;0.4;0.943343877;1700000;68.3843;0.98993;0.96396;0.99984;5.3051;0.11625;0.3390974;10;17.301;742.44;0.024348;1136.17;2000600;;;
1000;0.4;1.054325509;1900000;67.58;1.0058;0.99615;0.99995;5.6206;0.1284;0.3431329;10;18.571;755;0.025384;1353.09;2000600;;;
1000;0.6;0.36824662;700000;82.4024;0.86161;0.67875;0.99895;3.5638;0.057682;0.2814108;10;10.633;669.18;0.017982;31.6;2000600;;;
1000;0.6;0.47345994;900000;76.2634;0.89037;0.74313;0.9992;3.9671;0.068637;0.3040635;10;12.085;688.89;0.019225;147.35;2000600;;;
1000;0.6;0.57867326;1100000;72.4802;0.91719;0.80741;0.9994;4.3327;0.079728;0.3199345;10;13.452;706.54;0.020448;279.45;2000600;;;
1000;0.6;0.68388658;1300000;69.9063;0.93736;0.85622;0.99957;4.6821;0.090878;0.3317147;10;14.776;721.56;0.021568;426.67;2000600;;;
1000;0.6;0.7890999;1500000;68.1949;0.95695;0.89623;0.99971;5.0244;0.10229;0.340039;10;16.091;735.25;0.022624;591.83;2000600;;;
1000;0.6;0.89431322;1700000;67.0281;0.97748;0.9321;0.99984;5.3545;0.11395;0.3459582;10;17.384;748.23;0.023647;772.2;2000600;;;
1000;0.6;0.99952654;1900000;66.1754;0.99641;0.96182;0.99995;5.6865;0.12573;0.3504161;10;18.683;759.82;0.024569;968.73;2000600;;;
1000;0.6;1.10473986;2100000;65.6504;1.0133;0.98834;1;6.0149;0.13787;0.3532183;10;19.984;770.78;0.02547;1182.29;2000600;;;
2000;0;0.062799021;100020;219.4237;0.69671;0.36831;0.99701;1.4847;0.021947;0.1056811;10;4.0966;527.68;0.016424;155.94;2000600;;;
2000;0;0.188371947;300020;118.5039;0.80215;0.57457;0.9981;2.2892;0.035553;0.1956808;10;6.5866;599.95;0.017256;360.36;2000600;;;
2000;0;0.313938595;500010;94.0983;0.8457;0.70279;0.99861;2.8431;0.04705;0.2464331;10;8.4014;633.09;0.018388;554.9;2000600;;;
2000;0;0.439505243;700000;83.4112;0.88364;0.79848;0.99895;3.2778;0.058388;0.2780073;10;9.9342;658.74;0.019793;749.73;2000600;;;
2000;0;0.565078169;900000;77.3397;0.91186;0.85989;0.9992;3.6632;0.069606;0.2998322;10;11.338;678.58;0.021113;952.59;2000600;;;
2000;0;0.690651096;1100000;73.5552;0.93952;0.90891;0.9994;4.0211;0.080911;0.3152588;10;12.675;695.57;0.022358;1167.52;2000600;;;
2000;0;0.816224022;1300000;71.0182;0.96481;0.946;0.99957;4.3747;0.092324;0.326521;10;14.002;710.08;0.02345;1400.69;2000600;;;
2000;0;0.941796949;1500000;69.563;0.98526;0.98361;0.99971;4.6958;0.10434;0.3333513;10;15.278;725.54;0.02469;1645.53;2000600;;;
2000;0;1.067369875;1700000;68.801;1.0053;1.0144;0.99984;4.9914;0.11696;0.3370437;10;16.517;741.68;0.026037;1902.35;2000600;;;
2000;0.2;0.061740741;100020;217.25;0.69106;0.36363;0.99701;1.4932;0.02173;0.1067385;10;4.1067;528.07;0.016169;55.36;2000600;;;
2000;0.2;0.185197531;300020;117.876;0.80054;0.56469;0.9981;2.2931;0.035365;0.196723;10;6.5915;601.16;0.017136;205.42;2000600;;;
2000;0.2;0.308648148;500010;93.5412;0.84345;0.6944;0.99861;2.851;0.046771;0.2479008;10;8.4121;633.89;0.018228;362.73;2000600;;;
2000;0.2;0.432098765;700000;82.9674;0.88196;0.78966;0.99895;3.2865;0.058077;0.2794946;10;9.9478;659.59;0.019634;528.48;2000600;;;
2000;0.2;0.555555556;900000;76.9682;0.91001;0.85148;0.9992;3.6718;0.069271;0.3012793;10;11.351;679.53;0.020962;705.28;2000600;;;
2000;0.2;0.679012346;1100000;73.2324;0.93703;0.90169;0.9994;4.0296;0.080556;0.3166486;10;12.688;696.59;0.022212;896.08;2000600;;;
2000;0.2;0.802469136;1300000;70.7267;0.96206;0.9383;0.99957;4.3833;0.091945;0.3278669;10;14.016;711.17;0.023307;1105.47;2000600;;;
2000;0.2;0.925925926;1500000;69.1803;0.98308;0.97771;0.99971;4.7153;0.10377;0.3351955;10;15.309;725.66;0.024453;1330.25;2000600;;;
2000;0.2;1.049382716;1700000;68.4421;1.003;1.0082;0.99984;5.0121;0.11635;0.3388109;10;16.551;741.76;0.025794;1567.64;2000600;;;
2000;0.4;0.176274971;300020;115.8102;0.79537;0.53743;0.9981;2.309;0.034745;0.2002322;10;6.6123;604.35;0.01672;49.43;2000600;;;
2000;0.4;0.293777908;500010;91.934;0.83747;0.66564;0.99861;2.8725;0.045967;0.2522346;10;8.4413;636.47;0.017779;169.17;2000600;;;
2000;0.4;0.411280846;700000;81.6129;0.87437;0.75609;0.99895;3.3125;0.057129;0.2841332;10;9.9841;661.78;0.019161;305.79;2000600;;;
2000;0.4;0.528789659;900000;75.8219;0.90474;0.82618;0.9992;3.6992;0.06824;0.3058341;10;11.392;682.26;0.020497;457.02;2000600;;;
2000;0.4;0.646298472;1100000;72.2029;0.92964;0.87743;0.9994;4.0586;0.079423;0.3211634;10;12.733;699.25;0.021744;623.94;2000600;;;
2000;0.4;0.763807286;1300000;69.9011;0.955;0.92169;0.99957;4.4056;0.090871;0.3317392;10;14.053;714.86;0.022918;809.63;2000600;;;
2000;0.4;0.881316099;1500000;68.2695;0.97782;0.95431;0.99971;4.752;0.1024;0.3396677;10;15.37;728.15;0.023944;1013.31;2000600;;;
2000;0.4;0.998824912;1700000;67.3503;0.99625;0.99072;0.99984;5.0758;0.1145;0.3443032;10;16.656;741.99;0.025063;1233.86;2000600;;;
2000;0.4;1.116333725;1900000;67.0363;1.015;1.0191;0.99995;5.3701;0.12737;0.345916;10;17.904;757.25;0.026353;1469.84;2000600;;;
2000;0.6;0.387403841;700000;79.289;0.86312;0.70487;0.99895;3.358;0.055502;0.2924608;10;10.046;665.4;0.018365;77.87;2000600;;;
2000;0.6;0.498090652;900000;73.8626;0.89501;0.77618;0.9992;3.7472;0.066476;0.3139469;10;11.463;686.23;0.019713;203.83;2000600;;;
2000;0.6;0.608777464;1100000;70.4982;0.9208;0.83547;0.9994;4.1071;0.077548;0.3289295;10;12.809;703.89;0.02098;347.24;2000600;;;
2000;0.6;0.719464276;1300000;68.332;0.94295;0.88204;0.99957;4.457;0.088832;0.3393567;10;14.135;719.4;0.022146;509.97;2000600;;;
2000;0.6;0.830151087;1500000;66.9278;0.96568;0.92286;0.99971;4.7958;0.10039;0.3464771;10;15.443;733.84;0.02326;691.17;2000600;;;
2000;0.6;0.940837899;1700000;65.9686;0.98686;0.95546;0.99984;5.1353;0.11215;0.3515148;10;16.757;746.65;0.024265;890.94;2000600;;;
2000;0.6;1.051524711;1900000;65.4305;1.0055;0.98654;0.99995;5.4672;0.12432;0.3544054;10;18.068;759;0.025266;1109.6;2000600;;;
3000;0;0.06728557;100020;207.46;0.69748;0.3794;0.99701;1.3694;0.02075;0.1117755;10;3.7965;526.06;0.016837;150.55;2000600;;;
3000;0;0.201829802;300020;112.1341;0.79793;0.59868;0.9981;2.1467;0.033642;0.2067964;10;6.1772;595.68;0.017413;354.45;2000600;;;
3000;0;0.336367306;500010;89.998;0.84641;0.7313;0.99861;2.6679;0.044999;0.2576606;10;7.9048;629.79;0.018742;549.39;2000600;;;
3000;0;0.47090481;700000;80.259;0.88525;0.82113;0.99895;3.0886;0.056181;0.2889262;10;9.3906;655.37;0.020212;748.89;2000600;;;
3000;0;0.605449041;900000;74.8434;0.91639;0.8816;0.9992;3.4655;0.067359;0.3098328;10;10.766;675.57;0.021598;959.92;2000600;;;
3000;0;0.739993273;1100000;71.4925;0.94576;0.9257;0.9994;3.8278;0.078642;0.3243546;10;12.108;692.5;0.022827;1189.19;2000600;;;
3000;0;0.874537504;1300000;69.554;0.97099;0.96991;0.99957;4.1653;0.09042;0.3333948;10;13.411;709.25;0.024121;1434.99;2000600;;;
3000;0;1.009081736;1500000;68.6422;0.99375;1.0047;0.99971;4.4676;0.10296;0.3378232;10;14.663;727.42;0.02561;1693.57;2000600;;;
3000;0.2;0.066207718;100020;205.5781;0.69207;0.37447;0.99701;1.3768;0.020562;0.1127986;10;3.8054;526.5;0.016594;58.88;2000600;;;
3000;0.2;0.198596677;300020;111.5664;0.79635;0.58845;0.9981;2.1502;0.033472;0.2078487;10;6.1814;596.83;0.017297;210.81;2000600;;;
3000;0.2;0.330979016;500010;89.5015;0.84419;0.71869;0.99861;2.6749;0.044751;0.2590899;10;7.9144;630.53;0.01859;371.19;2000600;;;
3000;0.2;0.463361356;700000;79.8586;0.8836;0.81245;0.99895;3.0963;0.055901;0.2903751;10;9.4021;656.27;0.020061;542.74;2000600;;;
3000;0.2;0.595750314;900000;74.5007;0.91392;0.87353;0.9992;3.474;0.067051;0.3112579;10;10.78;676.44;0.021446;728.89;2000600;;;
3000;0.2;0.728139273;1100000;71.215;0.94343;0.91969;0.9994;3.834;0.078337;0.3256184;10;12.118;693.71;0.022703;933.5;2000600;;;
3000;0.2;0.860528232;1300000;69.1925;0.96907;0.96351;0.99957;4.1811;0.08995;0.3351367;10;13.436;709.55;0.023906;1158.27;2000600;;;
3000;0.2;0.992917191;1500000;68.293;0.99149;0.99854;0.99971;4.486;0.10244;0.3395504;10;14.693;727.47;0.025374;1397.53;2000600;;;
3000;0.2;1.125306149;1700000;67.8826;1.013;1.0342;0.99984;4.7824;0.1154;0.3416037;10;15.944;744.7;0.026813;1655.56;2000600;;;
3000;0.4;0.1893229;300020;109.8833;0.79221;0.55924;0.9981;2.161;0.032967;0.2110324;10;6.1959;600.41;0.01695;66.48;2000600;;;
3000;0.4;0.315523443;500010;87.9846;0.83771;0.68929;0.99861;2.6962;0.043993;0.2635567;10;7.9432;632.82;0.018129;191.74;2000600;;;
3000;0.4;0.441723986;700000;78.6374;0.8778;0.78476;0.99895;3.1197;0.055046;0.2948843;10;9.4361;658.72;0.019605;335.59;2000600;;;
3000;0.4;0.567930839;900000;73.477;0.90838;0.84925;0.9992;3.4977;0.066129;0.3155943;10;10.817;679.29;0.021007;496.91;2000600;;;
3000;0.4;0.694137692;1100000;70.3564;0.93645;0.90173;0.9994;3.8554;0.077392;0.3295924;10;12.153;697.08;0.022304;677.78;2000600;;;
3000;0.4;0.820344545;1300000;68.332;0.96269;0.94021;0.99957;4.2098;0.088832;0.3393569;10;13.484;712.33;0.023446;880.27;2000600;;;
3000;0.4;0.946551398;1500000;67.2177;0.98487;0.98123;0.99971;4.5427;0.10083;0.3449825;10;14.786;727.7;0.024662;1102.33;2000600;;;
3000;0.4;1.072758251;1700000;66.8644;1.0059;1.0133;0.99984;4.8429;0.11367;0.3468053;10;16.046;744.7;0.026079;1342.17;2000600;;;
3000;0.6;0.294626127;500010;85.6327;0.82857;0.6395;0.99861;2.7263;0.042817;0.2707952;10;7.9838;637.42;0.01745;8.69;2000600;;;
3000;0.6;0.412468328;700000;76.5612;0.86627;0.72725;0.99895;3.1603;0.053593;0.302881;10;9.4931;662.28;0.018842;124.22;2000600;;;
3000;0.6;0.530316422;900000;71.7008;0.90039;0.80697;0.9992;3.5412;0.064531;0.3234125;10;10.883;683.65;0.020247;260.99;2000600;;;
3000;0.6;0.648164516;1100000;68.7804;0.9258;0.86191;0.9994;3.9001;0.075658;0.3371443;10;12.223;701.6;0.021554;418.52;2000600;;;
3000;0.6;0.76601261;1300000;66.9982;0.95094;0.90896;0.99957;4.249;0.087098;0.3461127;10;13.549;717.85;0.022776;598.21;2000600;;;
3000;0.6;0.883860704;1500000;65.8541;0.97501;0.94622;0.99971;4.5958;0.098781;0.3521258;10;14.876;732.27;0.023882;799.11;2000600;;;
3000;0.6;1.001708797;1700000;65.256;0.99618;0.98206;0.99984;4.934;0.11094;0.3553535;10;16.2;746.04;0.024982;1021.72;2000600;;;
4000;0;0.072425778;100020;196.3171;0.69582;0.39111;0.99701;1.2593;0.019636;0.1181198;10;3.5114;524.48;0.017325;145.24;2000600;;;
4000;0;0.217248371;300020;106.2609;0.79431;0.62249;0.9981;2.0067;0.03188;0.2182263;10;5.7799;591.23;0.017655;348.18;2000600;;;
4000;0;0.362063722;500010;86.185;0.8475;0.75998;0.99861;2.5048;0.043093;0.2690601;10;7.4433;626.56;0.019118;545.99;2000600;;;
4000;0;0.506879073;700000;77.4145;0.88785;0.84251;0.99895;2.9112;0.05419;0.2995423;10;8.8846;652.23;0.020685;751.34;2000600;;;
4000;0;0.651701665;900000;72.566;0.92208;0.90032;0.9992;3.285;0.065309;0.3195566;10;10.245;672.6;0.022093;973.15;2000600;;;
4000;0;0.796524258;1100000;69.7833;0.95324;0.95115;0.9994;3.6462;0.076762;0.332299;10;11.587;690.5;0.023395;1218.5;2000600;;;
4000;0;0.94134685;1300000;68.594;0.97932;0.99094;0.99957;3.9566;0.089172;0.3380605;10;12.853;711.06;0.025045;1476.77;2000600;;;
4000;0;1.086169442;1500000;68.0803;1.0041;1.0332;0.99971;4.2579;0.10212;0.3406112;10;14.116;730.59;0.026649;1756.74;2000600;;;
4000;0.2;0.071259618;100020;194.7077;0.69068;0.3858;0.99701;1.2653;0.019475;0.1190961;10;3.5185;524.92;0.017101;61.93;2000600;;;
4000;0.2;0.213743232;300010;105.7827;0.79292;0.6119;0.9981;2.0097;0.031735;0.219213;10;5.7845;592.44;0.017546;215.61;2000600;;;
4000;0.2;0.35623397;500010;85.7476;0.84516;0.74872;0.99861;2.5107;0.042874;0.2704325;10;7.4515;627.33;0.018975;380.67;2000600;;;
4000;0.2;0.498717583;700000;77.0526;0.88613;0.83424;0.99895;2.9179;0.053937;0.3009495;10;8.8948;653.14;0.02054;559.32;2000600;;;
4000;0.2;0.641208321;900000;72.2816;0.91988;0.89495;0.9992;3.2908;0.065053;0.3208139;10;10.255;673.76;0.021967;756.48;2000600;;;
4000;0.2;0.78369906;1100000;69.4921;0.95139;0.94319;0.9994;3.6549;0.076441;0.3336916;10;11.601;691.38;0.023241;978.44;2000600;;;
4000;0.2;0.926189798;1300000;68.2464;0.97715;0.98487;0.99957;3.9729;0.08872;0.3397826;10;12.88;711.14;0.024815;1217.68;2000600;;;
4000;0.2;1.068680536;1500000;67.7376;1.0016;1.0252;0.99971;4.2757;0.10161;0.3423345;10;14.143;730.53;0.026407;1477.79;2000600;;;
4000;0.4;0.203914905;300020;104.2589;0.78881;0.58165;0.9981;2.0194;0.031279;0.2224168;10;5.7971;595.83;0.017211;82.34;2000600;;;
4000;0.4;0.339842316;500010;84.382;0.8387;0.71337;0.99861;2.5296;0.042191;0.2748091;10;7.477;629.55;0.018533;214.34;2000600;;;
4000;0.4;0.475769727;700000;75.9465;0.88123;0.80972;0.99895;2.9394;0.053163;0.3053324;10;8.9275;655.76;0.020096;366.69;2000600;;;
4000;0.4;0.611703935;900000;71.3548;0.91295;0.87313;0.9992;3.3125;0.064219;0.3249809;10;10.289;676.6;0.021542;539.73;2000600;;;
4000;0.4;0.747638143;1100000;68.702;0.94384;0.92146;0.9994;3.6748;0.075572;0.3375292;10;11.635;694.66;0.022851;737.92;2000600;;;
4000;0.4;0.883572351;1300000;67.1618;0.97065;0.96806;0.99957;4.0235;0.08731;0.3452694;10;12.963;711.39;0.024113;959.29;2000600;;;
4000;0.4;1.019506559;1500000;66.7311;0.99461;1.0042;0.99971;4.33;0.1001;0.347498;10;14.235;730.49;0.025687;1201.09;2000600;;;
4000;0.6;0.315423921;500010;82.1557;0.82905;0.66658;0.99861;2.56;0.041078;0.2822559;10;7.5186;633.64;0.017828;44.71;2000600;;;
4000;0.6;0.441584658;700000;74.0609;0.87029;0.76089;0.99895;2.9761;0.051843;0.3131065;10;8.9804;659.51;0.019355;170.34;2000600;;;
4000;0.6;0.567751703;900000;69.7575;0.90423;0.83434;0.9992;3.3513;0.062782;0.3324219;10;10.352;681.14;0.020813;319.76;2000600;;;
4000;0.6;0.693918748;1100000;67.3237;0.93232;0.88894;0.9994;3.7115;0.074056;0.3444393;10;11.695;699.75;0.02217;494.52;2000600;;;
4000;0.6;0.820085794;1300000;65.8779;0.96015;0.93311;0.99957;4.0649;0.085641;0.3519985;10;13.033;716.33;0.023409;693.88;2000600;;;
4000;0.6;0.946252839;1500000;65.1312;0.98484;0.97395;0.99971;4.413;0.097697;0.3560342;10;14.374;731.62;0.024598;918.34;2000600;;;
4000;0.6;1.072419884;1700000;65.0986;1.006;1.0094;0.99984;4.7256;0.11067;0.3562126;10;15.67;748.79;0.026021;1163.13;2000600;;;
5000;0;0.078232303;100020;185.6634;0.69175;0.40288;0.99701;1.1536;0.01857;0.1248977;10;3.2371;522.33;0.017886;139.72;2000600;;;
5000;0;0.234657802;300010;101.0475;0.79207;0.6474;0.9981;1.8724;0.030315;0.2294855;10;5.4069;587.64;0.017992;342.91;2000600;;;
5000;0;0.391083301;500000;82.6994;0.84988;0.78363;0.99861;2.3477;0.04135;0.2804001;10;7.0024;623.26;0.019575;543.42;2000600;;;
5000;0;0.547516621;700000;74.8456;0.8915;0.86476;0.99895;2.7463;0.052392;0.3098237;10;8.4165;649.24;0.021202;757.63;2000600;;;
5000;0;0.703949941;900000;70.6204;0.92901;0.92196;0.9992;3.1232;0.063558;0.3283603;10;9.7811;670.05;0.022617;995.28;2000600;;;
5000;0;0.860383262;1100000;68.694;0.9611;0.97168;0.9994;3.4556;0.075563;0.3375684;10;11.08;692.03;0.024302;1252.06;2000600;;;
5000;0;1.016816582;1300000;67.9793;0.98955;1.0188;0.99957;3.7653;0.088373;0.3411177;10;12.354;714.18;0.026089;1531.53;2000600;;;
